,key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
131,rayyan-66582671,"Joshi-Imre, A 2019",Chronic recording and electrochemical performance of amorphous silicon carbide-coated Utah electrode arrays implanted in rat motor cortex.,"Joshi-Imre, A and Black, BJ and Abbott, J and Kanneganti, A and Rihani, R and Chakraborty, B and Danda, VR and Maeng, J and Sharma, R and Rieth, L and Negi, S and Pancrazio, JJ and Cogan, SF",2019,7.0,10,10.1088/1741-2552/ab1bc8,,eng,Journal of neural engineering,"OBJECTIVE: Clinical applications of implantable microelectrode arrays are currently limited by device failure due to, in part, mechanical and electrochemical failure modes. To overcome this challenge, there is significant research interest in the exploration of novel array architectures and encapsulation materials. Amorphous silicon carbide (a-SiC) is biocompatible and corrosion resistant, and has recently been employed as a coating on biomedical devices including planar microelectrode arrays. However, to date, the three-dimensional Utah electrode array (UEA) is the only array architecture which has been approved by the food and drug administration (FDA) for long-term human trials. APPROACH: Here, we demonstrate, for the first time, that UEAs can be fabricated with a-SiC encapsulation and sputtered iridium oxide film (SIROF) electrode coatings, and that such arrays are capable of single-unit recordings over a 30 week implantation period in rat motor cortex. Over the same period, we carried out electrochemical measurements, including voltage transients, cyclic voltammetry, and electrochemical impedance spectroscopy (EIS), to evaluate potential failure modes. Furthermore, we evaluated chronic foreign body response via fluorescence immunohistochemistry following device explantation. MAIN RESULTS: During the indwelling period, we observed a reduction in active electrode yield percentage from 94.6â€‰â€‰Â±â€‰â€‰5.4 (week 1) to 16.4â€‰â€‰Â±â€‰â€‰11.5% (week 30). While the average active electrode yield showed a steady reduction, it is noteworthy that 3 out of 8 UEAs recorded greater than 60% active electrode yield at all times through 24 weeks and 1 out of 8 UEAs recorded greater than 60% active electrode yield at all times through the whole implantation period. SIGNIFICANCE: In total, these findings further suggest that a-SiC may serve as a mechanically and electrochemically stable device encapsulation alternative to polymeric coatings such as Parylene-C.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data","Animals;*Carbon Compounds, Inorganic;*Coated Materials, Biocompatible;Electrochemical Techniques/instrumentation/methods;*Electrodes, Implanted;Extracellular Fluid/physiology;Microelectrodes;Motor Cortex/*physiology;Rats;Rats, Long-Evans;*Silicon Compounds",31013489,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False
134,rayyan-66583174,"Kechi, E 2024","Computational Investigation of Antimony Co-doped with Tungsten (W), Molybdenum (Mo), and Chromium (Cr) on Silicon-carbide Nanotubes: As Dopamine Sensors for the Observation of Neurodegenerative Diseases","Kechi, EL and Gulack, AO and Edet, HO and Oduma, SJ and Imojara, B",2024,8.0, ,10.1007/s12668-024-01537-3,,eng,BIONANOSCIENCE,"Neurodegenerative disorders are diseases that affect the brain, and their diagnosis has been a clinical challenge since their inception which is suggested to be as the result of complexity of the brain. In this research, we investigated dopamine as a major indicator of diverse CNS diseases such as Parkinson, schizophrenia, attention deficit hyperactivity disorder (ADHD), and addiction, which are linked to chemical imbalance of dopamine (DPM). Silicon-carbide nanotubes (SiCNTs) were computationally synthesized with antimony (Sb) as the major dopant and doped with other transition metal, such as tungsten (W), molybdenum (Mo), or chromium (Cr), to improve the adsorption capacity of the nanotube materials through theoretical calculations based on density functional theory. This study elucidates the structure of modified silicon-carbide nanotubes for the application of dopamine biomarker. The majority of the systems show promising stability before and after interaction with DPM molecules, and chemisorption characteristic was observed following their adsorption with the DPM. The adsorption of DPM on the Antimony dopant SiCNT surface showed adsorption energy of -0.5442 eV, but after the inoculation of chromium (Cr), molybdenum (Mo), and tungsten (W) transition metals on the Sb@SiCNT surface, the adsorption tenacity increased to -2.7211 eV, -2.7211 eV, and -3.5375 eV, respectively. Therefore, our findings suggested that implementation of transitional metals on Sb dopant SiCNTs can be a promising biosensor for the detection or adsorption of dopamine and related hormones.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Biosensor,Neural Eng,General SiC,Fabrication Method",,,other,Neural_Engineering,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
140,rayyan-66582681,"Klein, E 2018",High-Density ?LED-Based Optical Cochlear Implant With Improved Thermomechanical Behavior,"Klein, E and Gossler, C and Paul, O and Ruther, P",2018,10.0,1,10.3389/fnins.2018.00659,,eng,Frontiers in neuroscience,"This study reports the realization of an optical cochlear implant (oCI) with optimized thermomechanical properties for optogenetic experiments. The oCI probe comprises 144 miniaturized light-emitting diodes (Î¼LEDs) distributed along a bendable, 1.5-cm-long, 350-Î¼m-wide and 26-Î¼m-thick probe shaft, individually controlled via a n Ã— p matrix interconnection. In contrast to our earlier approach based on polyimide (PI) and epoxy resin with different thermal expansion coefficients, the Î¼LEDs and interconnecting wires are now embedded into a triple-layer stack of a single, biocompatible, and highly transparent epoxy material. The new material combination results in a pronounced reduction of thermomechanical bending in comparison with the material pair of the earlier approach. We developed a spin-coating process enabling epoxy resin layers down to 5 Î¼m at thickness variations of less than 7% across the entire carrier wafer. We observed that the cross-linking of epoxy resin layers strongly depends on the spin-coating parameters which were found to be correlated to a potential separation of epoxy resin components of different densities. Furthermore, various metallization layers and corresponding adhesion promoting layers were investigated. We identified the combination of silicon carbide with a titanium-based metallization to provide the highest peeling strength, achieving an adhesion to epoxy improved by a factor of two. In order to obtain a high process yield, we established a stress-free implant release using the electrochemical dissolution of a sacrificial aluminum layer. The direct comparison of oCI probe variants using a single epoxy material and the combination of PI and epoxy resin revealed that the epoxy-resin-only probe shows minimal thermomechanical probe bending with a negligible hysteresis. The thermal probe characterization demonstrated that the temperature increase is limited to 1 K at Î¼LED DC currents of up to 10 mA depending on the stimulation duration and the medium surrounding the probe. The optical output power and peak wavelengths of the new oCI variant were extracted to be 0.82 mW and 462 nm when operating the Î¼LEDs at 10 mA, 10 kHz, and a duty cycle of 10%. The optical power corresponds to a radiant emittance of 407 mW/mm(2), sufficient for optogenetic experiments using channelrhodopsin-2.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Fabrication Method,Material Properties", cochlear implant; epoxy; micro light-emitting diode (?LED); optogenetics; thermomechanical behavior,30327585,other,Neural_Engineering,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
141,rayyan-66582698,"Knaack, G 2016",In vivo Characterization of Amorphous Silicon Carbide As a Biomaterial for Chronic Neural Interfaces.,"Knaack, GL and McHail, DG and Borda, G and Koo, B and Peixoto, N and Cogan, SF and Dumas, TC and Pancrazio, JJ",2016,6.0,27,10.3389/fnins.2016.00301,,eng,Frontiers in neuroscience,"Implantable microelectrode arrays (MEAs) offer clinical promise for prosthetic devices by enabling restoration of communication and control of artificial limbs. While proof-of-concept recordings from MEAs have been promising, work in animal models demonstrates that the obtained signals degrade over time. Both material robustness and tissue response are acknowledged to have a role in device lifetime. Amorphous Silicon carbide (a-SiC), a robust material that is corrosion resistant, has emerged as an alternative encapsulation layer for implantable devices. We systematically examined the impact of a-SiC coating on Si probes by immunohistochemical characterization of key markers implicated in tissue-device response. After implantation, we performed device capture immunohistochemical labeling of neurons, astrocytes, and activated microglia/macrophages after 4 and 8 weeks of implantation. Neuron loss and microglia activation were similar between Si and a-SiC coated probes, while tissue implanted with a-SiC displayed a reduction in astrocytes adjacent to the probe. These results suggest that a-SiC has a similar biocompatibility profile as Si, and may be suitable for implantable MEA applications as a hermetic coating to prevent material degradation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data","Amorphous silicon carbide, neuroprosthetic device, neural electrode, foreign body response, neuroinflammatory response, in vivo models",27445672,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
144,rayyan-66582549,"Kuliasha, C 2018",in vitro Reactive-Accelerated-Aging (RAA) Assessment of Tissue-Engineered Electronic Nerve Interfaces (TEENI),"Kuliasha, C. A. and Judy, J. W.",2018,7.0,,10.1109/EMBC.2018.8513458,,eng,2018 40th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"A reactive-accelerated-aging (RAA) soak-test has been employed to challenge microfabricated neural interface devices against an aggressive environment that mimics worstcase chronic physiological inflammation. The RAA tests were able to determine the ability of different materials to increase the adhesive strength of the polyimide and platinum-goldplatinum metallization thin-film interface. It was found that a 3-day RAA soak-test at 87 Â°C in phosphate buffered saline with 10 to 20 mM hydrogen peroxide resulted in adhesive failure of the metal-polyimide interface when titanium was used as the primary adhesion promotor. The addition of hydrogenated amorphous silicon carbide was able to eliminate the onset of adhesive failure of the metal-polyimide interface during 7-day RAA soak tests. However, sporadic cracking of the silicon carbide layer resulted in a minority of broken metal interconnects that resulted in failed electrodes. These tests have demonstrated the ability of RAA soak tests to provide rapid in vitro assessment of microfabricated neural interfaces and thereby reduce the time needed to develop synthetic methods to fabricate chronically reliable devices.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Material Properties,Benchtop/Soak Testing",Electrodes;Metals;Delamination;Implants;Impedance;Adhesives,30441478,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False
145,rayyan-66582627,"Kuliasha, C 2021",The Materials Science Foundation Supporting the Microfabrication of Reliable Polyimide-Metal Neuroelectronic Interfaces.,"Kuliasha, CA and Judy, JW",2021,5.0,3,10.1002/admt.202100149,,eng,Advanced materials technologies,"Thin-film polyimide-metal neuroelectronic interfaces hold the potential to alleviate many neurological disorders. However, their long-term reliability is challenged by an aggressive implant environment that causes delamination and degradation of critical materials, resulting in a degradation or complete loss of implant function. Herein, a rigorous and in-depth analysis is presented on the fabrication and modification of critical materials in these thin-film neural interfaces. Special attention is given to improving the interfacial adhesion between thin films and processing modifications to maximize device reliability. Fundamental material analyses are performed on the polyimide substrate and adhesion-promotion candidates, including amorphous silicon carbide (a-SiC:H), amorphous carbon, and silane coupling agents. Basic fabrication rules are identified to markedly improve polyimide self-adhesion, including optimizing the polyimide-cure profile and maximizing high-energy surface activation. In general, oxide-forming materials are identified as poor adhesive aids to polyimide without targeted modifications. Methods are identified to incorporate effective a-SiC:H interfacial layers to improve metal adherence to polyimide, in addition to examples of alloying between adjacent material layers that can impact the trace resistivity and long-term reliability of the thin-film interfaces. The provided rationale and consequences of key decisions made should promote more reproducible science using robust and reliable neuroelectronic technology.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties",Silicon carbide; neural interface; delamination; ,34632047,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
148,rayyan-66583227,"Leber, M 2019",Advances in Penetrating Multichannel Microelectrodes Based on the Utah Array Platform,"Leber, M and Körner, J and Reiche, CF and Yin, M and Bhandari, R and Franklin, R and Negi, S and Solzbacher, F",2019,11.0,16,10.1007/978-981-13-2050-7_1,,eng,NEURAL INTERFACE: FRONTIERS AND APPLICATIONS [Book 10.1007/978-981-13-2050-7],"The Utah electrode array (UEA) and its many derivatives have become a gold standard for high-channel count bi-directional neural interfaces, in particular in human subject applications. The chapter provides a brief overview of leading electrode concepts and the context in which the UEA has to be understood. It goes on to discuss the key advances and developments of the UEA platform in the past 15 years, as well as novel wireless and system integration technologies that will merge into future generations of fully integrated devices. Aspects covered include novel device architectures that allow scaling of channel count and density of electrode contacts, material improvements to substrate, electrode contacts, and encapsulation. Further subjects are adaptations of the UEA platform to support IR and optogenetic simulation as well as an improved understanding of failure modes and methods to test and accelerate degradation in vitro such as to better predict device failure and lifetime in vivo.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Review,Neural Eng",,,amorphous,Neural_Engineering,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
149,rayyan-66582699,"Lei, X 2016",SiC protective coating for photovoltaic retinal prosthesis.,"Lei, X and Kane, S and Cogan, S and Lorach, H and Galambos, L and Huie, P and Mathieson, K and Kamins, T and Harris, J and Palanker, D",2016,6.0,21,10.1088/1741-2560/13/4/046016,,eng,Journal of neural engineering,"OBJECTIVE: To evaluate plasma-enhanced, chemically vapor deposited (PECVD) amorphous silicon carbide (Î±-SiC:H) as a protective coating for retinal prostheses and other implantable devices, and to study their failure mechanisms in vivo. APPROACH: Retinal prostheses were implanted in rats sub-retinally for up to 1 year. Degradation of implants was characterized by optical and scanning electron microscopy. Dissolution rates of SiC, SiN x and thermal SiO2 were measured in accelerated soaking tests in saline at 87 Â°C. Defects in SiC films were revealed and analyzed by selectively removing the materials underneath those defects. MAIN RESULTS: At 87 Â°C SiN x dissolved at 18.3Â Â±Â 0.3 nm d(-1), while SiO2 grown at high temperature (1000 Â°C) dissolved at 0.104Â Â±Â 0.008 nm d(-1). SiC films demonstrated the best stability, with no quantifiable change after 112 d. Defects in thin SiC films appeared primarily over complicated topography and rough surfaces. SIGNIFICANCE: SiC coatings demonstrating no erosion in accelerated aging test for 112 d at 87 Â°C, equivalent to about 10 years in vivo, can offer effective protection of the implants. Photovoltaic retinal prostheses with PECVD SiC coatings exhibited effective protection from erosion during the 4 month follow-up in vivo. The optimal thickness of SiC layers is about 560 nm, as defined by anti-reflective properties and by sufficient coverage to eliminate defects.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data,Benchtop/Soak Testing","Animals;*Carbon Compounds, Inorganic;Coated Materials, Biocompatible;Materials Testing;Prosthesis Design;Rats;*Retina;*Silicon Compounds;Silicon Dioxide/chemistry;Solubility;Surface Properties;Temperature;*Visual Prosthesis",27323882,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
153,rayyan-66582643,"Lin, C 2020",Bio-Compatibility and Bio-Insulation of Implantable Electrode Prosthesis Ameliorated by A-174 Silane Primed Parylene-C Deposited Embedment.,"Lin, CY and Lou, WS and Chen, JC and Weng, KY and Shih, MC and Hung, YW and Chen, ZY and Wang, MC",2020,11.0,30,10.3390/mi11121064,,eng,Micromachines,"Microelectrodes for pain management, neural prosthesis or assistances have a huge medical demand, such as the application of pain management chip or retinal prosthesis addressed on age-related macular degeneration (AMD) and the retinitis pigmentosa (RP). Due to lifelong implanted in human body and direct adhesion of neural tissues, the electrodes and associated insulation materials should possess an ideal bio-compatibility, including non-cytotoxicity and no safety concern elicited by immune responses. Our goal intended to develop retinal prosthesis, an electrical circuit chip used for assisting neural electrons transmission on retina and ameliorating the retinal disability. Therefore, based on the ISO 10993 guidance for implantable medical devices, the electrode prosthesis with insulation material has to conduct bio-compatibility assessment including cytotoxicity, hemolysis, (skin) irritation and pathological implantation examinations. In this study, we manufactured inter-digitated electrode (IDE) chips mimic the electrode prosthesis through photolithography. The titanium and platinum composites were deposited onto a silicon wafer to prepare an electric circuit to mimic the electrode used in retinal prosthesis manufacture, which further be encapsulated to examine the bio-compatibility in compliance with ISO 10993 and ASTM guidance specifically for implantable medical devices. Parylene-C, polyimide and silicon carbide were selected as materials for electrode encapsulation in comparison. Our data revealed parylene-C coating showed a significant excellence on bio-insulation and bio-compatibility specifically addressed on implantable neuron stimulatory devices and provided an economic procedure to package the electrode prosthesis. Therefore, parylene C encapsulation should serve as a consideration for future application on retinal prosthesis manufacture and examination.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data,Benchtop/Soak Testing,Biocompatibility, Cell Culture","interdigitated electrode, retinal prosthesis, parylene-C, bio-compatibility, bio-insulation",33266050,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
174,rayyan-66582559,"Mittnacht, A 2019",Stability of polyimide integrated ITO electrodes,"Mittnacht, A. and Alt, M. T. and Stieglitz, T.  and Eickenscheidt, M.",2019,3.0,,10.1109/NER.2019.8717179,,eng,2019 9th International IEEE/EMBS Conference on Neural Engineering (NER),"Multi-modal devices combining several recording and stimulation techniques like optical and electrophysiological ones become more and more relevant. For optical applications, novel electrode materials providing high transparency and stability are required. Therefore, mechanical and electrochemical improvement of the transparent and highly conductive material indium-tin-oxide (ITO) was studied to examine future application in chronic implantable systems. Accelerated aging in vitro showed a possible sub-chronical operational time, whereas the ITO phase boundary underwent a transition from capacitive behavior to a Warburg impedance. Furthermore, an additional transparent adhesion layer of silicon carbide (SiC) between the polyimide substrate and the ITO layer was integrated. This greatly enhanced the thermal and mechanical stability of ITO on the flexible substrate, which enable many possibilities for future manufacturing processes and applications.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties,Implanted Electronics",Indium tin oxide;Electrodes;Silicon carbide;Adhesives;Polyimides;Platinum;Accelerated aging,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False
180,rayyan-66582598,"Montero Arevalo, B 2023",SiC Electrochemical Sensor Validation for Alzheimer AÎ²(42) Antigen Detection.,"Montero Arevalo, B and Seufert BI and Hossain MS and Bernardin E and Takshi A and Saddow SE and Schettini N",2023,6.0,16,10.3390/mi14061262,,eng,Micromachines,"Alzheimer's disease (AD) is a neurodegenerative disease with only late-stage detection; thus, diagnosis is made when it is no longer possible to treat the disease, only its symptoms. Consequently, this often leads to caregivers who are the patient's relatives, which adversely impacts the workforce along with severely diminishing the quality of life for all involved. It is, therefore, highly desirable to develop a fast, effective and reliable sensor to enable early-stage detection in an attempt to reverse disease progression. This research validates the detection of amyloid-beta 42 (AÎ²(42)) using a Silicon Carbide (SiC) electrode, a fact that is unprecedented in the literature. AÎ²(42) is considered a reliable biomarker for AD detection, as reported in previous studies. To validate the detection with a SiC-based electrochemical sensor, a gold (Au) electrode-based electrochemical sensor was used as a control. The same cleaning, functionalization and AÎ²(1-28) antibody immobilization steps were used on both electrodes. Sensor validation was carried out by means of Cyclic Voltammetry (CV) and Electrochemical Impedance Spectroscopy (EIS) aiming to detect an 0.5 ÂµgÂ·mL(-1) AÎ²(42) concentration in 0.1 M buffer solution as a proof of concept. A repeatable peak directly related to the presence of AÎ²(42) was observed, indicating that a fast SiC-based electrochemical sensor was constructed and may prove to be a useful approach for the early detection of AD.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Biosensor,Neural Eng,Polycrystalline SiC,Benchtop/Soak Testing",,37374847,"crystalline, type?",Neural_Engineering,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
184,rayyan-66582875,"Nguyen, C 2021",Evaluation of Amorphous Silicon Carbide on Utah Electrode Arrays by Thermal Accelerated Aging,"Nguyen, C. K. and Abbott , J. R. and  Negi , S. and Cogan, S. F. ",2021,,,10.1109/EMBC46164.2021.9629701,,eng,2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"Long-term microelectrode arrays (MEAs) are essential devices for studying neural activity and stimulating neurons for treating neurological disorders or for recording neural activity to control prosthesis. However, practical use of MEAs is impeded by unreliable chronic stability inside the host body. We are proposing to implement amorphous silicon carbide (a-SiC) as a replacement for the current standard practice of using Parylene-C encapsulation on commercial Utah electrode arrays (UEAs) manufactured by Blackrock Neurotech. By using thermal accelerated aging (TAA), we can theoretically evaluate the lifetime stabilities in comparatively short time. After 255 days at 87Â°C in phosphate-buffered saline (PBS), a device has theoretically reached ~22 years at 37Â°C in PBS. We report on a study of an a-SiC UEA using stability criteria of impedance (Z1kHz < 70 kÎ©) and cathodal charge storage capacity (CSCc > 10 mC/cm2). At 255 days, no total electrode failures have been observed.Clinical Relevanceâ€” This research demonstrates the suitability of a-SiC to encapsulate MEAs during under long-term stability in saline environments.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties,Benchtop/Soak Testing",Encapsulation;Accelerated aging;Stability criteria;Neural activity;Amorphous silicon;Frequency measurement;Impedance,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False
185,rayyan-66582905,"Nguyen, C 2022",Increasing the Lifetime of the Implantable Neural Devices,"Nguyen, CK and Srikanthan,B and R. Bhandari and Cogan, SF and Negi, S",2022,12.0,,10.1109/IEDM45625.2022.10019503,,eng,2022 International Electron Devices Meeting (IEDM),"Brain implants with complex three-dimensional geometries, like the Utah electrode array (UEA), provide a challenge for current encapsulation techniques. Parylene-C has been the gold standard for encapsulation of neural and biomedical implants to its well-suited combination of biocompatibility, electrical properties, and chemical inertness. However recording capabilities of long-term neural implants (> 6 months) encapsulated with Parylene-C show signs of degradation. To address this problem, we propose to develop and evaluate performance of a new silicon carbide (SiC) encapsulation material designed to extend the long-term stability and implantable lifetime in line with lifetime expectations for conventional cochlear implant electrodes.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng",Encapsulation;Performance evaluation;Electrodes;Geometry;Silicon carbide;Neural implants;Recording,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
186,rayyan-150234018,"Nguyen, C 2024a",Analyzing Voltage Transients Under Different Stimulation Configurations and Rates in Rat Cortex,"Nguyen, C. K. and Sturgill, B. S. and Negi, S. and Cogan, S. F.",2024,7.0,15,10.1109/EMBC53108.2024.10781825,,eng,2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"This study introduces a method for measuring the voltage transients (VTs) in different stimulation configurations as a function of stimulation rate. Utilizing a stimulator with two-electrode setup and an isolated input oscilloscope, VTs across monopolar (MP), bipolar (BP), tripolar (TP), and partial tripolar (PTP) stimulation configurations could be measured with a proper reference electrode (Ag|AgCl) without a potentiostat or custom-built stimulator. We tested this methodology with Utah electrode arrays (UEAs) with sputtered iridium oxide film (SIROF) electrodes and amorphous silicon carbide (a-SiC) encapsulation in rat cortex at 24 weeks. Our investigation revealed the impact of quasi-reference electrode (QRE) polarization, which leads to underestimating the chargeinjection capacityâ€”max(Qinj)â€”for electrode characterization.Clinical Relevanceâ€”This research offers advancement in understanding electrode behavior during neural stimulation, emphasizing the importance of protocol optimization for enhanced clinical outcomes in neural stimulation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",Amorphous silicon;Electrodes;Encapsulation;Engineering in medicine and biology;Iridium;Optimization;Oscilloscopes;Protocols;Transient analysis;Voltage measurement,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
187,rayyan-150234024,"Nguyen, C 2024b",Leakage Current Measurements of Amorphous Silicon Carbide Encapsulation for Implantable Microelectrode Arrays,"Nguyen, C. K. and Joshi-Imre, A. and Negi, S. and Cogan, S. F.",2024,7.0,15,10.1109/EMBC53108.2024.10782884,,eng,2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"Advancements in implantable microelectrode arrays (MEAs) for neural applications are hindered by challenges in maintaining long-term stability within the body. Amorphous silicon carbide (a-SiC), recognized for its chemical inertness and biocompatibility, emerges as a promising material to address these challenges. Our findings demonstrate that IDEs with a-SiC exhibit high electrical insulation on the order of TÎ© emphasizing its potential for enhancing encapsulation reliability. The primary objective of this research is to develop a methodology for evaluating the encapsulation effectiveness of a-SiC under electrical stress. Utilizing interdigitated electrodes (IDEs), the research applies a non-thermal, voltage-driven approach to assess a-SiC's encapsulation. The resistance of a-SiC encapsulated IDEs, crucial for implantable device functionality, is analyzed through this process. This approach not only reinforces the understanding of a-SiC as a viable material for MEAs and identifies an electrical methodology particularly suitable for evaluating implantable encapsulation.Clinical Relevanceâ€”This study developed a methodology for measuring leakage current in a-SiC encapsulation, which can be implemented for voltage-driven accelerated testing of implantable microelectrode arrays","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",Current measurement;Electric potential;Electrical resistance measurement;Encapsulation;Immune system;Insulation;Leakage currents;Microelectrodes;Reliability;Voltage measurement,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
189,rayyan-66582614,"Nguyen, T 2022a","Integrated, Transparent Silicon Carbide Electronics and Sensors for Radio Frequency Biomedical Therapy.","Nguyen, TK and Yadav, S and Truong, TA and Han, M and Barton, M and Leitch, M and Guzman, P and Dinh, T and Ashok, A and Vu, H and Dau, V and Haasmann, D and Chen, L and Park, Y and Do, TN and Yamauchi, Y and Rogers, JA and Nguyen, NT and Phan, HP",2022,7.0,26,10.1021/acsnano.2c03188,,eng,ACS nano,"The integration of micro- and nanoelectronics into or onto biomedical devices can facilitate advanced diagnostics and treatments of digestive disorders, cardiovascular diseases, and cancers. Recent developments in gastrointestinal endoscopy and balloon catheter technologies introduce promising paths for minimally invasive surgeries to treat these diseases. However, current therapeutic endoscopy systems fail to meet requirements in multifunctionality, biocompatibility, and safety, particularly when integrated with bioelectronic devices. Here, we report materials, device designs, and assembly schemes for transparent and stable cubic silicon carbide (3C-SiC)-based bioelectronic systems that facilitate tissue ablation, with the capability for integration onto the tips of endoscopes. The excellent optical transparency of SiC-on-glass (SoG) allows for direct observation of areas of interest, with superior electronic functionalities that enable multiple biological sensing and stimulation capabilities to assist in electrical-based ablation procedures. Experimental studies on phantom, vegetable, and animal tissues demonstrated relatively short treatment times and low electric field required for effective lesion removal using our SoG bioelectronic system. In vivo experiments on an animal model were conducted to explore the versatility of SoG electrodes for peripheral nerve stimulation, showing an exciting possibility for the therapy of neural disorders through electrical excitation. The multifunctional features of SoG integrated devices indicate their high potential for minimally invasive, cost-effective, and outcome-enhanced surgical tools, across a wide range of biomedical applications.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Polycrystalline SiC,Implanted Electronics","Animals;*Carbon Compounds, Inorganic;*Silicon Compounds;Electronics;Electrodes",35816450,3C-SiC ,Neural_Engineering,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
