key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,Biosensor,GlucoseSensor,Cardiovascular,Bone,DrugRelease,Electroporation,GeneralImplants,RadiationDetection,TissueEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
rayyan-150234032,"Truong, T 2025",Flexible Electrode Arrays Based on a Wide Bandgap Semiconductors for Chronic Implantable Multiplexed Sensing and Heart Pacemakers,"Truong, TA and Huang, XH and Barton, M and Ashok, A and Al Abed, A and Almasri, R and Shivdasanic, MN and Reshamwala, R and Ingles, J and Thai, MT and Nguyen, CC and Zhao, SN and Zhang, XW and Gu, Z and Vasanth, A and Peng, SH and Nguyen, TK and Do, N and Nguyen, NT and Zhao, HB and Phan, HP",2025,1,3,10.1021/acsnano.4c15294,,eng,ACS NANO,"Implantable systems with chronic stability, high sensing performance, and extensive spatial-temporal resolution are a growing focus for monitoring and treating several diseases such as epilepsy, Parkinson's disease, chronic pain, and cardiac arrhythmias. These systems demand exceptional bendability, scalable size, durable electrode materials, and well-encapsulated metal interconnects. However, existing chronic implantable bioelectronic systems largely rely on materials prone to corrosion in biofluids, such as silicon nanomembranes or metals. This study introduces a multielectrode array featuring a wide bandgap (WBG) material as electrodes, demonstrating its suitability for chronic implantable applications. Our devices exhibit excellent flexibility and longevity, taking advantage of the low bending stiffness and chemical inertness in WBG nanomembranes and multimodalities for physical health monitoring, including temperature, strain, and impedance sensing. Our top-down manufacturing process enables the formation of distributed electrode arrays that can be seamlessly integrated onto the curvilinear surfaces of skins. As proof of concept for chronic cardiac pacing applications, we demonstrate the effective pacing functionality of our devices on rabbit hearts through a set of ex vivo experiments. The engineering approach proposed in this study overcomes the drawbacks of prior WBG material fabrication techniques, resulting in an implantable system with high bendability, effective pacing, and high-performance sensing.     FU  - Australian Research Council [DE240100408]; ARC [DP230101312, FT240100203]; Australian Research Council; Australian Research Council [FT240100203] Funding Source: Australian Research Council     FX  - T.K.N. acknowledged support from ARC DE240100408. H.P.P. acknowledged funding from Australian Research Council (DP230101312, FT240100203). This work was performed in part at the NSW Node of the Australian National Fabrication Facility.     PU  - AMER CHEMICAL SOC     PI  - WASHINGTON     PA  - 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",,,amorphous,Cardiovascular,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
rayyan-66583087,"Tyagi, R 2024",Investigation of wettability and wear properties on 3D printed Polylactic acid/Molybdenum disulfide-Silicon carbide polymeric composite for sustainable biomedical applications,"Tyagi, R and Ranjan, N and Kumar, M and Kumar, V and Tripathi, A and Kumar, R",2024,4,1,10.1177/08927057241243356,,eng,JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,"In the present work, investigations of the wettability, wear, and morphological study on 3D-printed polylactic acid (PLA)/molybdenum disulfide (MoS2)-silicon carbide (SiC) based composite have been performed. In the first stage, the PLA/MoS2-SiC composite was fabricated from the different types of filaments of 1.75 +/- 0.10 mm size by taking MoS2-SiC as reinforcement at various extrusion temperatures (150 degrees C-160 degrees C) and screw rotational speed (3-7 r/min) of the extruder setup. The Taguchi L9 orthogonal array was used to design the experiments for 3D printing by varying the filament type, range of nozzle temperature (200 degrees C-210 degrees C), and infill density (40%-90%). The pin-on-disk (POD) setup was used for measuring specific wear rate (SWR) and showed the lowest value of 0.00141 g/N-m when composites were 3D printed by taking filaments manufactured at the parametric combination of 160 degrees C extruder temperature and 7 r/min rotational speed, while 3D printed at 210 degrees C nozzle temperature and 40% infill density. Contact angle (CA) values indicated that the reinforcement of MoS2 and SiC in PLA resulted in hydrophilic surface formation due to morphology and increased roughness (including mean roughness (Sa), mean root square of the Z data (Sq), and the highest peak (Sz)). The significantly increased surface free energy (SFE) of MoS2-SiC-reinforced PLA composite compared to pure PLA was reported which makes the prepared composite a promising candidate to be used for biocompatible implants with high wear resistance.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method,Material Properties","Polylactic acid, silicon carbide, 3D printing, wear, roughness, friction, contact angle, hydrophilicity",,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66583222,"Usoro, J 2019",Chronic stability of local field potentials from standard and modified Blackrock microelectrode arrays implanted in the rat motor cortex,"Usoro, JO and Shih, E and Black, BJ and Rihani, RT and Abbott, J and Chakraborty, B and Pancrazio, JJ and Cogan, SF",2019,10,18,10.1088/2057-1976/ab4c02,,eng,BIOMEDICAL PHYSICS & ENGINEERING EXPRESS,"Utah electrode arrays (UEAs) enable the recording of neuronal activity that informs the understanding of cortical connectivity and function, and can be used to control brain-machine/computer interfaces. However, UEAs have shown a reduced ability to resolve single unit activity (SUA) over time, prompting efforts such as the use of alternative insulation materials and reliance of local field potentials (LFPs) to improve device robustness and stability of neuroprosthetic control signals, respectively. The effect of different electrode insulation materials on LFP stability, particularly with UEAs, has not been extensively investigated, especially in rats, which provide a well-studied model for behavior and motor cortex injury. Here, we report the chronic stability of LFPs from both Parylene-C- and amorphous silicon carbide-encapsulated UEAs implanted in the rat motor cortex. We observed a decrease in bandpower in anesthetized rats for both array types that converged to the same magnitude at 30 weeks. In awake, freely-behaving rats however, there was relatively stable bandpower in both array types across individual frequency bands. In total, our results are consistent with studies performed in non-human primates, suggesting that chronic LFP stability trends are similar across both animal models.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",,,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66582972,"Vladescu, A 2019",In Vitro Activity Assays of Sputtered HAp Coatings with SiC Addition in Various Simulated Biological Fluids,"Vladescu, A and Parau, A and Pana, I and Cotrut, CM and Constantin, LR and Braic, V and Vranceanu, DM",2019,6,15,10.3390/coatings9060389,,eng,COATINGS,"Considering the requirements of medical implantable devices, it is pointed out that biomaterials should play a more sophisticated, longer-term role in the customization and optimization of the material-tissue interface in order to ensure the best long-term clinical outcomes. The aim of this contribution was to assess the performance of silicon carbide-hydroxyapatite in various simulated biological fluids (Dulbecco's modified Eagle's medium (DMEM), simulated body fluid (SBF), and phosphate buffer solution (PBS)) through immersion assays for 21 days at 37 +/- 0.5 degrees C and to evaluate the electrochemical behavior. The coatings were prepared on Ti6Al4V alloy substrates by magnetron sputtering method using two cathodes made of hydroxyapatite and silicon carbide (SiC). After immersion assays the coating's surface was analyzed in terms of morphology, chemical and phase composition, and chemical bonds. According to the electrochemical behavior in the media investigated at 37 +/- 0.5 degrees C, SiC addition inhibits the dissolution of the hydroxyapatite in DMEM acellular media. Furthermore, after adding SiC, the slow degradation of hydroxyapatite in PBS and SBF media as well as biomineralization in DMEM were observed.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Benchtop/Soak Testing",SBF; DMEM; PBS; hydroxyapatite; silicon; magnetron sputtering,,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
rayyan-66583196,"Vlaskina, S 2020",Characterization of nano-bio silicon carbide,"Vlaskina, SI and Mishinova, GN and Shaginyan, IL and Smertenko, PS and Svechnikov, GS",2020,11,,10.15407/spqeo23.04.346,,"eng, ukr",SEMICONDUCTOR PHYSICS QUANTUM ELECTRONICS & OPTOELECTRONICS,"Plasma-enhanced chemical vapor deposition, reactive magnetron sputtering, hot-wire chemical vapor deposition and radio frequency plasma-enhanced chemical vapor deposition were used to develop technology for preparation of nano-bio silicon carbide coating of ceramic materials for dental applications. The effect of the bias voltage applied to the ceramic prostheses and dental crowns on the crystallization processes have been recognized. The optimal bias voltage applied to conductive substrate was -200 V, whereas for dielectric substrate the bias voltage V-bias did not affect the properties of SiC coating. The analysis of CVCs and spectroscopic diagnostics as the methods for studying the mechanism of interfacial rearrangements to investigate SiC phase transition in nano silicon carbide coatings were used. The conductivity of the SiC coating coincided with the conductivity on the dielectric (mu n(0) = 10(12) ... 10(13)cm(-1).s(-1).V-1). The conductive substrate had a significant effect on the properties of the coating and thus depended on the bias voltage V-bias. The conductivity increased by three-four orders of magnitude (mu n(0) = 3.10(17).m(-1).s(-1).V-1), if the bias voltage V-bias = -200 V. The increase of the bias voltage (V-bias = -600 V) led to a decrease in the conductivity (mu n(0) = 10(11) ... 10(12)cm(-1).s(-1).V-1). It was found that there was the double injection regime with bimolecular recombination in this structure with the dependence I = V-3/2 for CVCs of SiC. The luminescence spectrum of SiC coating on non-dielectric ceramics (if V-bias = - 200 V during deposition) was significantly different from the luminescence spectrum of SiC coating on dielectric ceramics. Increasing the applied voltage to the substrate V-bias during deposition led to increasing the fraction of hexagonal polytypes. Directions in the crystal lattice according to the photoluminescence spectra were identified from the comparing the values of the width of the non-phonon parts of stacking faults and deep level spectra in the low-temperature photoluminescence with arrangements of atoms in the SiC lattice structure. The displacement of each atom participating in photoluminescence allowed to find the correlation with technology of SiC deposition and to develop technology of SiC coating on the dental materials.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Fabrication Method,Material Properties,Benchtop/Soak Testing","silicon carbide, nanosilicon carbide, bio-based ceramics, current-voltage charachteristic, photoluminescence, dental application",,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582532,"Vomero, M 2017a",Improved long-term stability of thin-film glassy carbon electrodes through the use of silicon carbide and amorphous carbon,"Vomero, M and Castagnola, E and Ordonez, JS and Carli, S and Zucchini, E and Maggiolini, E and Gueli, C and Goshi, N and Fadiga, L and Ricci, D and  Kassegne, S and Stieglitz, T",2017,5,,10.1109/NER.2017.8008347,,eng,2017 8th International IEEE/EMBS Conference on Neural Engineering (NER),"Long-term stability of neural interfaces is a challenge that has still to be overcome. In this study, we manufactured a highly stable multi-layer thin-film class of carbon-based devices for electrocorticography (ECoG) incorporating silicon carbide (SiC) and amorphous carbon (DLC) as adhesion promoters between glassy carbon (GC) electrodes and polyimide (PI) substrate and between PI and platinum (Pt) traces. We aged the thin-film electrodes in 30 mM H2O2 at 39 Â°C for one week - to mimic the effects of post-surgery inflammatory reaction - and subsequently stressed them with 2500 CV cycles. We additionally performed stability tests stimulating the electrodes with 15 million biphasic pulses. Finally, we implanted the electrodes for 6 weeks into rat models and optically characterized the explanted devices. Results show that the fabricated ECoG devices were able to withstand the in vitro and in vivo tests without significant change in impedance and morphology.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data,Polycrystalline SiC,Benchtop/Soak Testing",Electrodes;Substrates;Silicon carbide;Carbon;Adhesives;Impedance,,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66583145,"Vomero, M 2017b",Incorporation of Silicon Carbide and Diamond-Like Carbon as Adhesion Promoters Improves In Vitro and In Vivo Stability of Thin-Film Glassy Carbon Electrocorticography Arrays,"Vomero, M and Castagnola, E and Ordonez, JS and Carli, S and Zucchini, E and Maggiolini, E and Gueli, C and Goshi, N and Ciarpella, F and Cea, C and Fadiga, L and Ricci, D and Kassegne, S and Stieglitz, T",2017,11,,10.1002/adbi.201700081,,eng,ADVANCED BIOSYSTEMS,"Thin-film neural devices are an appealing alternative to traditional implants, although their chronic stability remains matter of investigation. In this study, a chronically stable class of thin-film devices for electrocorticography is manufactured incorporating silicon carbide and diamond-like carbon as adhesion promoters between glassy carbon (GC) electrodes and polyimide and between GC and platinum traces. The devices are aged in three solutions-phosphate-buffered saline (PBS), 30 x 10(-3) and 150 x10(-3) M H2O2/PBS-and stressed using cyclic voltammetry (2500 cycles) and 20 million biphasic pulses. Electrochemical impedance spectroscopy (EIS) and image analysis are performed to detect eventual changes of the electrodes morphology. Results demonstrate that the devices are able to undergo chemically induced oxidative stress and electrical stimulation without failing but actually improving their electrical performance until a steady state is reached. Additionally, cell viability tests are carried out to verify the noncytotoxicity of the materials, before chronically implanting them into rat models. The behavior of the GC electrodes in vivo is monitored through EIS and sensorimotor evoked potential recordings which confirm that, with GC being activated, impedance lowers and quality of recorded signal improves. Histological analysis of the brain tissue is performed and shows no sign of severe immune reaction to the implant.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Benchtop/Soak Testing,Biocompatibility, Cell Culture",,,other,Neural_Engineering,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
rayyan-150234029,"Vyas, P 2024",Novel Mobility Enhancement Schemes for Next Generation Silicon Carbide (SiC) Trench MOSFET Technology,"Vyas, P. B. and Pal, A. and Weeks, S. and Holt, J. and Kumar, A. and Date, L. and Megalini, L. and Khoury, M. and Caballero, C. and Chaturvedula, D. and Chudzik, M. and Krishnan, S. and Kengeri, S. and Bazizi, E. M.",2024,9,24,10.1109/SISPAD62626.2024.10733028,,eng,2024 International Conference on Simulation of Semiconductor Processes and Devices (SISPAD),"New mobility improvement solutions are proposed for next generation SiC trench MOSFET with higher aspect ratio trenches. A combination of channel counter-implant and pocket implant is shown to be most effective for improving mobility without VT loss. Using our proposed integration scheme and calibrated modeling, we project an 80% improvement in mobility and 40% improvement in channel resistance, realizing the true potential of trench MOSFET architecture for next generation SiC power device technology.","RAYYAN-INCLUSION: {""Rebecca""=>""Maybe""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",circuit design;device modeling;Implants;Mobility;MOSFET;Next generation networking;Power;process modeling;Resistance;Semiconductor device modeling;Semiconductor process modeling;SiC;Silicon carbide,,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66582828,"Wan, H 1997",A study of cell behaviour on the surfaces of multifilament materials.,"Wan, H and Williams, RL and Doherty, PJ and Williams, DF",1997,1,1,10.1023/a:1018542313236,,eng,Journal of materials science. Materials in medicine,"Since many fibres are very strong, they are considered to have useful potential for fibre reinforcement of orthopaedic and dental implant materials. Fibres exposed on the surface of composites may significantly influence the cellular response not only due to the chemistry but also due to the fibre size and shape. This study has concentrated on investigation of cellular responses to fibre-specific aspects of fibre-reinforced composites. Four multifilament materials with diameter less than 20 microm were used: Kevlar 29(K), silicon carbide(SiC), nylon 66(N), and polyethylene terephthalate(PET). Established cell line L929 fibroblasts were used as the cell model. Cell behaviour on the surfaces of fibres was examined using direct cell counting (after 3, 5, 8 h and 1, 2, 3 days), scanning electron microscopy (SEM) (after 2 h and 2 days), and fluorescent staining of F-actin, which was analysed by confocal laser scanning microscopy (CLSM) (after 2 h and 2 days). The results showed that fibroblasts adhered and grew very well on all fibre surfaces, although less cells were observed on PET from direct cell counting. Significant orientational behaviour of cells was found on all fibre surfaces from the SEM and CLSM analysis, independent of the bulk chemistry of the fibres.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method,Material Properties,Biocompatibility, Cell Culture",,15348841,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
rayyan-66582723,"Wang, T 2014",Controlled surface chemistry of diamond/Î²-SiC composite films for preferential protein adsorption.,"Wang, T and Handschuh-Wang, S and Yang, Y and Zhuang, H and Schlemper, C and Wesner, D and Schonherr, H and Zhang, W and Jiang, X",2014,2,4,10.1021/la404277p,,eng,Langmuir : the ACS journal of surfaces and colloids,"Diamond and SiC both process extraordinary biocompatible, electronic, and chemical properties. A combination of diamond and SiC may lead to highly stable materials, e.g., for implants or biosensors with excellent sensing properties. Here we report on the controllable surface chemistry of diamond/Î²-SiC composite films and its effect on protein adsorption. For systematic and high-throughput investigations, novel diamond/Î²-SiC composite films with gradient composition have been synthesized using the hot filament chemical vapor deposition (HFCVD) technique. As revealed by scanning electron microscopy (SEM), the diamond/Î²-SiC ratio of the composite films shows a continuous change from pure diamond to Î²-SiC over a length of âˆ¼ 10 mm on the surface. X-ray photoelectron spectroscopy (XPS) and time-of-flight secondary ion mass spectrometry (ToF-SIMS) was employed to unveil the surface termination of chemically oxidized and hydrogen treated surfaces. The surface chemistry of the composite films was found to depend on diamond/Î²-SiC ratio and the surface treatment. As observed by confocal fluorescence microscopy, albumin and fibrinogen were preferentially adsorbed from buffer: after surface oxidation, the proteins preferred to adsorb on diamond rather than on Î²-SiC, resulting in an increasing amount of proteins adsorbed to the gradient surfaces with increasing diamond/Î²-SiC ratio. By contrast, for hydrogen-treated surfaces, the proteins preferentially adsorbed on Î²-SiC, leading to a decreasing amount of albumin adsorbed on the gradient surfaces with increasing diamond/Î²-SiC ratio. The mechanism of preferential protein adsorption is discussed by considering the hydrogen bonding of the water self-association network to OH-terminated surfaces and the change of the polar surface energy component, which was determined according to the van Oss method. These results suggest that the diamond/Î²-SiC gradient film can be a promising material for biomedical applications which require good biocompatibility and selective adsorption of proteins and cells to direct cell migration.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Material Properties,Benchtop/Soak Testing,Biocompatibility, Cell Culture","Adsorption;Animals;Biocompatible Materials;Carbon Compounds, Inorganic/*chemistry;Cattle;Diamond/*chemistry;Fibrinogen/*chemistry;Hydrogen/chemistry;Hydrogen Bonding;Microscopy, Electron, Scanning;Serum Albumin, Bovine/*chemistry;Silicon Compounds/*chemistry;Surface Properties",24410163,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
rayyan-66583468,"Wang, T 2018",Controlling Directional Liquid Motion on Micro- and Nanocrystalline Diamond/Î²-SiC Composite Gradient Films,"Wang, T and Handschuh-Wang, S and Huang, L and Zhang, L and Jiang, X and Kong, TT and Zhang, WJ and Lee, CS and Zhou, XC and Tang, YB",2018,1,30,10.1021/acs.langmuir.7b04072,,eng,LANGMUIR,"In this Article, we report the synthesis of micro- and nanocrystalline cliamond/beta-SiC composite gradient films, using a hot filament chemical vapor deposition (HFCVD) technique and its application as a robust and chemically inert means to actuate water and hazardous liquids. As revealed by scanning electron microscopy, the composition of the surface changed gradually from pure nanocrystalline diamond (hydrophobic) to a nanocrystalline beta-SiC surface (hydrophilic). Transmission electron microscopy and Raman spectroscopy were employed to determine the presence of diamond, graphite, and beta-SiC phases. The as-prepared gradient films were evaluated for their ability to actuate water. Indeed, water was transported via the gradient from the hydrophobic (hydrogen terminated diamond) to the hydrophilic side (hydroxyl-terminated beta-SiC) of the gradient surface. The driving distance and velocity of water is pivotally influenced by the surface roughness. The nanogradient surface showed significant promise as the lower roughness combined with the longer gradient yields in transport distances of up to 3.7 mm, with a maximum droplet velocity of nearly 250 mm/s measured by a highspeed camera. As diamond and beta-SiC are chemically inert, the gradient surfaces can be used to drive hazardous liquids and reactive mixtures, which was signified by the actuation of hydrochloric acid and sodium hydroxide solution. We envision that the diamond/beta-SiC gradient surface has high potential as an actuator for water transport in microfluidic devices, DNA sensors, and implants, which induce guided cell growth.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Biosensor,General SiC,Drug Release,Fabrication Method,Material Properties",,,B-SiC/nanocrystalline,Biosensors,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582760,"Will, J 2010",Bioactivation of biomorphous silicon carbide bone implants.,"Will, J and Hoppe, A and Müller, FA and Raya, CT and Fernandez, JM and Greil, P",2010,12,,10.1016/j.actbio.2010.06.036,,eng,Acta biomaterialia,"Wood-derived silicon carbide (SiC) offers a specific biomorphous microstructure similar to the cellular pore microstructure of bone. Compared with bioactive ceramics such as calcium phosphate, however, silicon carbide is considered not to induce spontaneous interface bonding to living bone. Bioactivation by chemical treatment of biomorphous silicon carbide was investigated in order to accelerate osseointegration and improve bone bonding ability. Biomorphous SiC was processed from sipo (Entrandrophragma utile) wood by heating in an inert atmosphere and infiltrating the resulting carbon replica with liquid silicon melt at 1450Â°C. After removing excess silicon by leaching in HF/HNOâ‚ƒ the biomorphous preform consisted of Î²-SiC with a small amount (approximately 6wt.%) of unreacted carbon. The preform was again leached in HCl/HNOâ‚ƒ and finally exposed to CaClâ‚‚ solution. X-ray photoelectron spectroscopy (XPS) and Fourier transform infrared analyses proved that oxidation of the residual carbon at the surface induced formation of carboxyl [COOâ»] groups, which triggered adsorption of Ca(2+), as confirmed by XPS and inductively coupled plasma optical emission spectroscopy measurements. A local increase in Ca(2+) concentration stimulated in vitro precipitation of Caâ‚…(POâ‚„)â‚ƒOH (HAP) on the silicon carbide preform surface during exposure to simulated body fluid, which indicates a significantly increased bone bonding activity compared with SiC.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Material Properties,Benchtop/Soak Testing","Biocompatible Materials/*metabolism;Body Fluids/metabolism;Bone and Bones/*metabolism;Carbon Compounds, Inorganic/*metabolism;Durapatite/metabolism;Microscopy, Electron, Scanning;Photoelectron Spectroscopy;Porosity;*Prostheses and Implants;Silicon Compounds/*metabolism;Spectroscopy, Fourier Transform Infrared;Spectrum Analysis, Raman;Surface Properties;X-Ray Diffraction",20615484,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
rayyan-66582585,"Wu, K 2024",Optical Monitoring of Water Side Permeation in Thin Film Encapsulation.,"Wu, K. and Mariello, M. and Leterrier, Y. and Lacour, SP",2024,6,,10.1002/adma.202310201,,eng,Advanced materials,"The stability of long-term microfabricated implants is hindered by the presence of multiple water diffusion paths within artificially patterned thin-film encapsulations. Side permeation, defined as infiltration of molecules through the lateral surface of the thin structure, becomes increasingly critical with the trend of developing high-density and miniaturized neural electrodes. However, current permeability measurement methods do not account for side permeation accurately nor quantitatively. Here, a novel optical, magnesium (Mg)-based method is proposed to quantify the side water transmission rate (SWTR) through thin film encapsulation and validate the approach using micrometric polyimide (PI) and polyimide-silicon carbide (PI-SiC) multilayers. Through computed digital grayscale images collected with corroding Mg film microcells coated with the thin encapsulation, side and surface WTRs are quantified. A 4.5-fold ratio between side and surface permeation is observed, highlighting the crucial role of the PI-PI interface in lateral diffusion. Universal guidelines for the design of flexible, hermetic neural interfaces are proposed. Increasing encapsulation's width (interelectrode spacing), creating stronger interfacial interactions, and integrating high-barrier interlayers such as SiC significantly enhance the lateral hermeticity.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Benchtop/Soak Testing",Encapsulation; Silicon carbide; Permeation; Thinfilm,38320746,Other,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582974,"Wu, M 2019",High Efficiency Precision Grinding of Micro-structured SiC Surface Using Laser Micro-structured Coarse-Grain Diamond Grinding Wheel,"Wu, MT and Guo, B and Zhao, QL and Zhang, J and Fang, XY and He, P",2019,3,7,10.1007/s40684-019-00058-9,,eng,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING-GREEN TECHNOLOGY,"Accompanying with the extensive applications of micro-structured surfaces on hard and brittle material in MEMS and NEMS sensors, optical elements, electronic devices and medical products, efficiently fabricating of these surface has gradually become the focus of manufacturing community. Basing on precision grinding with conditioned and laser micro-structured coarse-grained diamond grinding wheel, a novel high efficiency technique for micro-structured surfaces on hard and brittle material, such as silicon carbide, was developed in this paper. Firstly, the maximum undeformed chip thickness for conditioned coarse-grained wheel and the ductile grinding of silicon carbide was theoretically and experimentally studied. Silicon carbide surface formed mainly in ductile regime was successfully achieved. And then, the strategy for micro-structuring the conditioned wheel with designed micro-structure geometry, sharp edge and small inclination angle side-wall was investigated. Finally, the linear and square micro-structured surfaces with high form accuracy and ultra-precision surface roughness were successfully and efficiently fabricated on silicon carbide by the technique developed in this paper.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method,Material Properties","Micro-structured surface, Coarse-grained diamond grinding wheel, laser micro-structuring, Hard and brittle material, precision grinding, silicon carbide",,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
